State,City,Street,Zipcode,Latitude,Longitude,Bedroom,Bathroom,Area,LotArea,Price,Region
NV,Reno,N Red Rock Rd,89508,39.882835,-119.96566,2.8,2.4,1806.8,11.789999999999964,55000.0,West
NV,Las Vegas,Plaza Del Dios,89102,36.14865,-115.18938,4.0,4.0,3611.0,6098.4,639999.0,West
NV,Las Vegas,Sunburst Dr,89110,36.186684,-115.03848,4.0,3.0,2212.0,7405.199999999999,419500.0,West
NV,Las Vegas,Rainbow Rock St,89123,36.027775,-115.1424,3.0,2.0,1282.0,4791.6,420000.0,West
NV,Silver Springs,Emigrant Ct,89429,39.438118,-119.15209,3.0,2.2,2295.8,5.0,75000.0,West
NV,Gardnerville,Five Creek Rd,89460,38.90012,-119.83956,4.0,3.0,3567.0,3.599999999999909,2400000.0,West
NV,Las Vegas,Laguna Del Sol Dr,89121,36.12351,-115.1132,1.9999999999999998,2.0,1661.0,2613.6,379000.0,West
NV,Pahrump,E Badlands Ln,89061,36.15671,-115.90876,3.0,2.0,1681.0,9583.2,299999.0,West
CO,Pueblo,Beverly Dr,81004,39.176968,-119.75383,3.0,2.0,1290.0,0.27100000000018554,324900.0,West
NV,Sparks,Betsy Ct,89431,39.55141,-119.78008,3.0,2.0,1213.0,1306.7999999999997,345000.0,West
NV,Henderson,Cross St,89015,36.02264,-114.99958,3.0,2.0,1369.0,6534.0,415000.0,West
NV,North Las Vegas,Superior Position St,89032,36.20106,-115.17184,3.0,2.0,1151.0,6098.4,335000.0,West
NV,Reno,Rancharrah Pkwy,89511,39.469704,-119.79814,4.0,5.0,5246.0,0.4499999999998181,4200000.0,West
NV,Henderson,Tori Way,89074,36.039536,-115.11274,3.0,2.0,1364.0,6098.4,485000.0,West
NV,Mesquite,Palm Cove Ct,89027,36.82322,-114.079926,3.4,2.6,2131.2,7840.799999999999,50000.0,West
NV,Mesquite,Palm Cove Ct,89027,36.82313,-114.07976,3.4,2.6,2131.2,7840.799999999999,50000.0,West
NV,Mesquite,Palm Cove Ct,89027,36.823013,-114.079636,3.4,2.6,2131.2,7840.799999999999,50000.0,West
NV,Mesquite,Palm Cove Ct,89027,36.822926,-114.0795,3.4,2.6,2131.2,7840.799999999999,50000.0,West
NV,Mesquite,Palm Cove Ct,89027,36.822544,-114.079,3.4,2.6,2131.2,7840.799999999999,50000.0,West
NV,Mesquite,Palm Cove Ct,89027,36.822384,-114.07876,3.4,2.6,2131.2,7840.799999999999,50000.0,West
NV,Mesquite,Palm Cove Ct,89027,36.822212,-114.0785,3.4,2.6,2131.2,7840.799999999999,50000.0,West
NV,Las Vegas,N Los Feliz St #2009,89156,36.197113,-115.016464,1.9999999999999998,2.0,1049.0,5871.888,199000.0,West
NV,Las Vegas,Dove Cove Dr,89129,36.225563,-115.2913,4.0,3.0,2221.0,4356.0,485000.0,West
NV,Reno,Hemlock Way,89509,39.482273,-119.84634,4.0,2.0,1882.0,0.32999999999992724,695000.0,West
NV,Las Vegas,Amber View St,89135,36.075966,-115.31606,4.0,5.0,3880.0,7405.199999999999,1640000.0,West
NV,Henderson,Chestnut St,89011,36.060936,-115.00223,3.0,2.0,1392.0,6969.6,419000.0,West
NV,Henderson,N Stephanie St UNIT 1721,89014,36.07197,-115.046814,1.9999999999999998,2.0,1168.0,7108.992,275000.0,West
NV,Mesquite,Ravine Ln,89027,36.811916,-114.094734,3.6,2.2,1995.2,8276.4,75000.0,West
NV,Las Vegas,Palos Verdes St,89119,36.11696,-115.15035,1.0,1.0,528.0,1306.7999999999997,139000.0,West
NV,Las Vegas,Periscope Ct,89117,36.136337,-115.30008,4.0,3.0,2974.0,5662.8,773000.0,West
NV,Las Vegas,Mascaro Dr,89122,36.09748,-115.025116,3.0,2.0,1225.0,3920.4,298000.0,West
NV,Las Vegas,Park St,89110,36.160507,-115.08572,4.0,2.0,1638.0,6534.0,349900.0,West
NV,Las Vegas,W Oquendo Rd,89118,36.08239,-115.22867,8.0,6.0,5011.0,1.0300000000002,2200000.0,West
NV,Sparks,Rancho Mirage Dr,89436,39.59804,-119.72497,4.0,2.0,1932.0,0.2600000000002183,519900.0,West
NV,Reno,Thunder Ridge Ct,89508,39.676735,-119.998886,4.0,2.0,2114.0,0.2899999999999636,500000.0,West
NV,Mesquite,Habib Way,89027,36.797142,-114.09868,3.6,2.4,2196.2,9583.2,125000.0,West
NV,Pahrump,Queenstar St,89048,36.199833,-116.01657,3.0,2.0,1404.0,3920.4,199000.0,West
NV,Las Vegas,Nye St,89106,36.183765,-115.17379,4.0,2.0,1324.0,6534.0,330000.0,West
NV,Henderson,Long Branch Dr,89014,36.071835,-115.04808,5.0,3.0,3478.0,6098.4,589995.0,West
NV,Henderson,Tuxford Ct,89074,36.03561,-115.06183,3.0,3.0,1562.0,5662.8,449000.0,West
NV,Henderson,Panhandle Dr,89014,36.069042,-115.04692,1.9999999999999998,1.0,1071.0,4791.6,325000.0,West
NV,Las Vegas,Broadriver Dr,89108,36.233383,-115.24346,3.0,2.0,1135.0,3484.8,360000.0,West
NV,Reno,Lytton Rd,89506,39.590885,-119.81193,4.0,2.0,1782.0,8712.0,399900.0,West
NV,Las Vegas,Colinward Ave,89135,36.150436,-115.34057,3.0,3.0,2742.0,3049.2,599000.0,West
NV,Las Vegas,Woodgreen Dr,89108,36.234585,-115.24478,3.0,2.0,1243.0,4356.0,345000.0,West
NV,Henderson,Manzanita St,89014,36.05474,-115.06393,1.9999999999999998,1.0,930.0,4356.0,300000.0,West
NV,Reno,Bowman Dr,89503,39.530922,-119.84212,4.0,3.0,2234.0,6534.0,450000.0,West
NV,Pahrump,Jayco Rd,89048,36.163364,-116.06381,3.0,3.0,3300.0,2.5,549900.0,West
NV,Reno,Silver Shores Dr,89506,39.62917,-119.90645,3.0,2.0,1378.0,0.2519999999999527,410000.0,West
NV,Carson City,Siskiyou Dr,89701,39.17279,-119.731834,4.0,3.0,2016.0,8276.4,460000.0,West
NV,Pahrump,N Buckhorn Rd,89060,36.230465,-116.00284,4.0,3.0,1764.0,1.099999999999909,180000.0,West
NV,Montello,T39n #R69E-01058,89830,41.291985,-114.19484,2.8,2.2,2252.2,20.257000000000062,17500.0,West
NV,Ely,Avenue C,89301,39.25728,-114.87118,3.0,2.0,980.0,5000.688,59000.0,West
NV,Spring Valley,Autumn Breeze St,89148,36.067,-115.28951,3.0,3.0,1622.0,3484.8,449888.0,West
NV,Las Vegas,Alcott Ave,89142,36.152306,-115.05016,3.0,2.0,1200.0,6969.6,269000.0,West
NV,Henderson,Placer Creek Ln,89014,36.053467,-115.07721,4.0,3.0,2363.0,7405.199999999999,650000.0,West
NV,Las Vegas,Rocky Ave,89166,36.33292,-115.347694,3.0,3.0,1610.0,0.7199999999997999,340000.0,West
NV,North Las Vegas,Chino Heights St,89081,36.256336,-115.132866,4.0,3.0,2047.0,3920.4,369000.0,West
NV,Reno,Wedgewood Ct,89509,39.510094,-119.854614,3.0,3.0,1331.0,435.5999999999999,525000.0,West
NV,Carson City,Harriett Dr,89703,39.181385,-119.77405,4.0,3.0,1669.0,7840.799999999999,449000.0,West
NV,Henderson,Bastanchury Ave,89011,36.059093,-114.998146,3.0,2.0,1008.0,7840.799999999999,335000.0,West
NV,Las Vegas,Breezy Night Ct,89129,36.244938,-115.25393,4.0,3.0,2678.0,0.5300000000002001,749900.0,West
NV,Las Vegas,Soaring Gulls Dr UNIT 1159,89128,36.216618,-115.274895,1.0,1.0,704.0,7866.936,199000.0,West
NV,Henderson,Spring Sage St,89011,36.084965,-114.980484,5.0,5.0,3241.0,5227.2,548000.0,West
NV,Las Vegas,Elmira Dr,89118,36.094643,-115.229004,4.0,3.0,1613.0,6969.6,459900.0,West
NV,Las Vegas,Whispering Spring Ave,89131,36.299995,-115.20837,3.0,3.0,1684.0,4791.6,439900.0,West
NV,Pahrump,Ashley Ave,89061,36.100327,-115.938255,1.9999999999999998,2.0,858.0,1.099999999999909,112500.0,West
NV,Henderson,Zinnia Cir,89015,36.04638,-114.954384,3.0,2.0,1359.0,6534.0,410000.0,West
NV,Henderson,Albemarle Way,89014,36.068687,-115.07486,4.0,3.0,2213.0,4356.0,470000.0,West
NV,Carson City,Lewis Dr,89701,39.145943,-119.765144,4.0,2.0,1144.0,6969.6,400000.0,West
NV,Las Vegas,Jamielinn Ln UNIT 104,89110,36.18505,-115.084915,3.0,2.0,1197.0,3552.7439999999997,225000.0,West
NV,Las Vegas,Stellar View Ave,89117,36.13855,-115.30903,3.0,3.0,2466.0,9583.2,700000.0,West
NV,Las Vegas,Paradise Rd UNIT 48,89169,36.106293,-115.15031,1.0,1.0,416.0,3362.832,115000.0,West
NV,Henderson,Teal Point Dr,89074,36.047382,-115.039795,5.0,3.0,2747.0,6534.0,540000.0,West
NV,North Las Vegas,Bugler Swan Way,89084,36.294033,-115.18875,5.0,4.0,3732.0,7840.799999999999,759000.0,West
NV,Henderson,Rapier Dr UNIT 1811,89014,36.065468,-115.06477,1.9999999999999998,2.0,1078.0,4647.852,244900.0,West
NV,Reno,Westbrook Ln,89506,39.61092,-119.856674,3.0,2.0,1217.0,0.3000000000001819,325000.0,West
NV,Las Vegas,N Fogg St,89110,36.167454,-115.0356,4.0,4.0,3132.0,0.4600000000000364,540000.0,West
NV,Pahrump,Pluto St,89048,36.154945,-115.98299,1.9999999999999998,2.0,1470.0,1.0799999999999272,230000.0,West
NV,Henderson,Sumatra Pl,89011,36.067814,-115.016235,3.0,3.0,1520.0,3049.2,389999.0,West
NV,Las Vegas,Fernwood Ln,89169,36.12528,-115.14893,3.0,3.0,1533.0,1306.7999999999997,250000.0,West
NV,North Las Vegas,Leaping Foal St,89081,36.269596,-115.13445,4.0,2.0,1656.0,5227.2,364900.0,West
NV,Wellington,Quail Run Way,89444,38.7232,-119.5334,3.0,2.0,1923.0,2.349999999999909,545000.0,West
NV,Pahrump,W Irene St,89060,36.23431,-116.07157,4.0,2.0,2288.0,0.8899999999998727,349999.0,West
NV,Reno,Clear Acre Ln APT 271,89512,39.56726,-119.780396,1.9999999999999998,1.0,963.0,435.5999999999999,255000.0,West
NV,Pahrump,S Outlaw St,89060,36.24255,-116.014404,3.0,2.0,1501.0,10018.8,340000.0,West
NV,Silver Springs,Wildflower Rd,89429,39.3735,-119.2752,2.4,1.2,2167.7999999999997,40.0,100000.0,West
NV,Reno,Andrew Ln,89521,39.360737,-119.743164,7.0,6.0,4645.0,1.5300000000002,1750000.0,West
NV,Las Vegas,S Nellis Blvd UNIT 2008,89121,36.14049,-115.06646,1.9999999999999998,2.0,1008.0,5100.876,255000.0,West
NV,Carson City,N Division St,89703,39.17221,-119.76905,1.9999999999999998,1.0,1223.0,6969.6,340000.0,West
NV,Pahrump,Pahrump Valley Blvd,89048,36.175243,-115.99495,3.0,2.0,1768.0,0.4600000000000364,340000.0,West
NV,Las Vegas,Hoover Ave UNIT 2103,89101,36.1615,-115.14965,1.9999999999999998,2.0,2420.0,3300.7208,998000.0,West
NV,Walker Lake,King Arthur Ct,89415,38.64836,-118.7517,4.0,3.0,3235.0,0.7399999999997817,415000.0,West
NV,Carson City,Woodside Dr,89701,39.173435,-119.725395,4.0,2.0,1624.0,7840.799999999999,419999.0,West
NV,Henderson,Tami Cir,89015,36.048615,-114.95938,4.0,3.0,1736.0,0.2699999999999818,464999.0,West
NV,Reno,Fremont Way,89506,39.638973,-119.83948,5.0,2.0,1868.0,0.38000000000010914,375000.0,West
NV,Henderson,Birdie Ln,89074,36.029125,-115.066734,4.0,3.0,2274.0,7405.199999999999,659000.0,West
NV,Las Vegas,S Rainbow Blvd UNIT 202,89118,36.097725,-115.241745,1.9999999999999998,2.0,1091.0,1091.0,249000.0,West
NV,Clark County,N Jensen St,89129,36.236526,-115.30802,8.0,9.0,8926.0,0.9699999999997999,6000000.0,West
NV,Reno,Hemlock Way,89509,39.482906,-119.845985,4.0,3.0,1860.0,0.25,724900.0,West
NV,Las Vegas,Calahonda Ct,89138,36.17046,-115.3539,5.0,3.0,3398.0,6534.0,949000.0,West
NV,Gardnerville,/181 Horseshoe Bend Rd,89410,38.851185,-119.66882,5.0,3.0,2535.0,19.090000000000146,775000.0,West
NV,Las Vegas,Winterwood Blvd,89142,36.14436,-115.05677,5.0,3.0,2140.0,8712.0,448888.0,West
NV,Incline Village,Driver Way #10,89451,39.249683,-119.95268,1.9999999999999998,2.0,1293.0,4271.4936,839000.0,West
NV,Las Vegas,Constantine Ave,89101,36.180496,-115.11887,3.0,2.0,1300.0,6098.4,374998.0,West
NV,Las Vegas,Bryandouglas Dr,89121,36.140903,-115.0711,8.0,1.7999999999999998,3112.0,1742.4,549999.0,West
NV,Las Vegas,Bermuda Beach Dr,89128,36.20033,-115.27205,3.0,3.0,2267.0,7405.199999999999,509999.0,West
NV,Dayton,Sequoia St,89403,39.2866,-119.51873,4.0,2.0,2097.0,0.36999999999989086,539000.0,West
NV,Las Vegas,W Diablo Dr,89113,36.088478,-115.25512,3.0,2.0,1282.0,4356.0,435000.0,West
NV,Reno,E Hidden Valley Dr,89502,39.49137,-119.71963,1.9999999999999998,2.0,1388.0,3484.8,449713.0,West
NV,Las Vegas,Bronze Meadow Ave,89122,36.088116,-115.022835,3.0,3.0,1362.0,1742.4,340000.0,West
NV,Henderson,Marlboro Dr,89014,36.061337,-115.07308,4.0,3.0,2503.0,0.2800000000002001,649000.0,West
NV,Henderson,Candy Tuft Dr,89011,36.077103,-114.94779,3.0,3.0,2260.0,0.2600000000002183,579990.0,West
NV,Las Vegas,Irish Sea Ave,89146,36.132557,-115.23998,3.0,3.0,2815.0,9147.6,718888.0,West
NV,Pahrump,Conestoga Pkwy,89048,36.127853,-115.97108,3.0,2.0,1405.0,1.099999999999909,349900.0,West
NV,Las Vegas,Nordic Cliff Ave,89129,36.246567,-115.32563,3.0,2.0,1611.0,1306.7999999999997,329999.0,West
NV,Las Vegas,W Adams Ave,89106,36.18152,-115.15144,8.0,2.0,1850.0,6969.6,99000.0,West
NV,Las Vegas,Domnus Ln APT 101,89144,36.181767,-115.30886,1.9999999999999998,2.0,1269.0,3072.076,300000.0,West
NV,Las Vegas,E Flamingo Rd #1414,89169,36.11382,-115.16301,1.0,1.0,750.0,7.537019999999757,239000.0,West
NV,Las Vegas,Viewpoint Dr,89156,36.19371,-115.029076,5.0,4.0,3736.0,0.5,474000.0,West
NV,Las Vegas,Wild Plum Ln,89107,36.169994,-115.214806,3.0,2.0,2286.0,10454.4,339000.0,West
NV,Henderson,First Light St,89052,36.00939,-115.0874,3.0,2.0,1766.0,8276.4,574999.0,West
NV,Las Vegas,Commanche Dr,89169,36.126125,-115.13392,3.0,3.0,2699.0,9583.2,458000.0,West
NV,North Las Vegas,Rancho Del Norte Dr,89031,36.250298,-115.15042,3.0,3.0,1496.0,6098.4,379000.0,West
NV,Reno,Mer Mac St,89506,39.62165,-119.90573,1.9999999999999998,1.0,1139.0,1.400000000000091,395000.0,West
NV,Las Vegas,Turtle Head Peak Dr,89135,36.142105,-115.34333,4.0,5.0,3676.0,0.2800000000002001,1985000.0,West
NV,Henderson,Via Mira Monte,89011,36.115612,-114.91286,4.0,5.0,3156.0,9583.2,2075000.0,West
NV,Las Vegas,Oakbrook Ln,89169,36.123703,-115.15062,3.0,3.0,1533.0,1742.4,259000.0,West
NV,Las Vegas,Alp St,89120,36.097733,-115.06962,3.0,2.0,1008.0,7405.199999999999,265000.0,West
NV,Las Vegas,Alicialynn Way,89121,36.140537,-115.07289,8.0,1.7999999999999998,3112.0,1306.7999999999997,546900.0,West
NV,Las Vegas,Viewpoint Dr,89156,36.193756,-115.030304,3.0,3.0,2901.0,0.5199999999999818,535000.0,West
NV,Las Vegas,Bedrock Springs Ave,89131,36.32558,-115.21908,5.0,4.0,4015.0,0.2899999999999636,775000.0,West
NV,Reno,Wildrye Dr,89509,39.503757,-119.853325,3.0,2.0,1811.0,7405.199999999999,675000.0,West
NV,Reno,Balboa Dr,89503,39.54442,-119.85582,3.0,3.0,1352.0,1742.4,385000.0,West
NV,Las Vegas,Lorilyn Ave UNIT 2,89119,36.104076,-115.13236,1.9999999999999998,2.0,1152.0,5327.59,269950.0,West
NV,Las Vegas,Briarwood Bend Ave,89130,36.265217,-115.24412,3.0,3.0,1467.0,2613.6,379900.0,West
NV,Henderson,Ginger Lily Ter,89074,36.029617,-115.08253,3.0,3.0,1949.0,4356.0,499000.0,West
NV,Las Vegas,Wendover Hills Ave,89123,36.020775,-115.15274,5.0,3.0,2706.0,6969.6,569000.0,West
NV,Reno,Stallion Dr,89510,39.819885,-119.54364,9.2,1.6,7319.799999999999,107.17000000000007,99000.0,West
NV,Reno,Elkhorn Ln,89506,39.758987,-119.82702,3.0,3.0,2155.0,11.11999999999989,729000.0,West
NV,Las Vegas,S Durango Dr APT 204,89117,36.14124,-115.28116,1.9999999999999998,2.0,1076.0,4713.192,275000.0,West
NV,Reno,Limestone Dr,89511,39.45943,-119.77276,4.0,3.0,1926.0,6098.4,499500.0,West
NV,Henderson,Aura De Blanco St UNIT 18201,89074,36.032024,-115.053276,3.0,2.0,1268.0,4167.8376,299000.0,West
NV,Reno,Aspen Glen Rd,89519,39.505596,-119.89099,4.0,5.0,4816.0,1.2600000000002183,4598000.0,West
NV,Henderson,Brockbank Pl,89011,36.054268,-114.98407,3.0,3.0,1711.0,2613.6,412741.0,West
NV,Las Vegas,E Craig Rd UNIT 1077,89115,36.244392,-115.07019,1.9999999999999998,2.0,974.0,8529.048,195000.0,West
NV,Henderson,Amber Light Ct,89074,36.04618,-115.04288,4.0,2.0,1800.0,7405.199999999999,473500.0,West
NV,Las Vegas,Verde Vista Pl,89145,36.166103,-115.318085,5.0,6.0,5355.0,0.2800000000002001,1795000.0,West
NV,Las Vegas,Fleet Wing Ave,89138,36.200367,-115.34833,3.0,4.0,2034.0,2178.0,698622.0,West
NV,Enterprise,S Pioneer Way,89113,36.033524,-115.25673,5.0,5.0,4832.0,0.4899999999997817,1580000.0,West
NV,Reno,Del Paso Dr,89502,39.48436,-119.75036,4.0,3.0,1815.0,6534.0,480000.0,West
NV,Las Vegas,N Los Feliz St #2001,89156,36.19663,-115.017,1.9999999999999998,2.0,1049.0,5871.888,204999.0,West
NV,Las Vegas,Chapala Dr,89120,36.093094,-115.10669,3.0,2.0,1374.0,7405.199999999999,378000.0,West
NV,Reno,Sandra Dr,89503,39.528736,-119.85815,3.0,2.0,1176.0,6098.4,399000.0,West
NV,Henderson,Chesney Dr,89074,36.03378,-115.10327,3.0,2.0,1452.0,7405.199999999999,445998.0,West
NV,Fernley,Granada St,89408,39.612167,-119.22878,5.0,3.0,1872.0,0.3400000000001455,289990.0,West
NV,North Las Vegas,Shonna Way,89032,36.22296,-115.164215,3.0,2.0,1363.0,7405.199999999999,360000.0,West
NV,Reno,N Red Rock Rd,89508,39.83956,-119.93809,2.4,2.2,1819.0,11.199999999999818,35000.0,West
NV,Henderson,Moreno Ct,89014,36.051777,-115.07277,3.0,2.0,1729.0,6969.6,429900.0,West
NV,Henderson,Tangerine Ct,89015,36.032417,-114.96024,4.0,3.0,2007.0,6534.0,450000.0,West
NV,Henderson,Secret Canyon Rd,89074,36.02936,-115.11114,1.9999999999999998,2.0,1067.0,4356.0,379900.0,West
NV,Las Vegas,Pinnacle Cove St,89123,36.01906,-115.13561,6.0,5.0,4269.0,10454.4,875000.0,West
NV,Las Vegas,Sealion Dr UNIT 105,89128,36.198936,-115.26243,1.9999999999999998,2.0,1005.0,3868.168,210000.0,West
NV,Las Vegas,Crellin Cir,89120,36.088226,-115.09307,3.0,2.0,1754.0,7840.799999999999,330000.0,West
NV,Las Vegas,Starry Beach Ave,89115,36.232697,-115.09501,3.0,3.0,1418.0,2178.0,299000.0,West
NV,Las Vegas,Amber Crest St,89142,36.14314,-115.03328,3.0,2.0,1514.0,5227.2,364900.0,West
NV,Las Vegas,Highland Pony St,89149,36.300064,-115.300064,3.0,3.0,1723.0,3920.4,416900.0,West
NV,Walker Lake,Golden Willow Dr,89415,38.64928,-118.757126,1.9999999999999998,2.0,1854.0,0.7600000000002183,142500.0,West
NV,Washoe Valley,Mill Station Ranch Rd,89704,39.229908,-119.827286,3.8,2.8,3699.6,4.900000000000091,675000.0,West
NV,Henderson,Landfair Ct,89074,36.053333,-115.09712,3.0,2.0,1509.0,6534.0,434900.0,West
NV,Las Vegas,Saint Claude Ave,89148,36.089752,-115.303055,5.0,3.0,4058.0,8276.4,733000.0,West
NV,Las Vegas,Wisteria Ave,89107,36.170006,-115.22166,4.0,2.0,1424.0,5662.8,380000.0,West
NV,Las Vegas,Pama Ln,89120,36.067207,-115.09272,4.0,3.0,2987.0,1.3899999999998727,1250000.0,West
NV,Henderson,Stonequist Ave,89052,36.016926,-115.096565,1.9999999999999998,2.0,1230.0,3920.4,443333.0,West
NV,Las Vegas,Solid Horn Ct,89149,36.304665,-115.31005,3.0,3.0,1560.0,2178.0,365000.0,West
NV,Carson City,S Edmonds Dr,89701,39.11953,-119.745636,3.0,2.0,1680.0,1.099999999999909,685000.0,West
NV,Las Vegas,S Rainbow Blvd UNIT 1075,89118,36.092796,-115.239685,1.0,1.0,744.0,0.5351000000000568,190000.0,West
NV,Las Vegas,Wengert Ave,89104,36.15465,-115.11956,5.0,3.0,1785.0,6534.0,435000.0,West
NV,Incline Village,Northwood Blvd UNIT 31,89451,39.25224,-119.95955,3.0,2.0,1088.0,3746.5519999999997,720000.0,West
NV,Sparks,Elaine Way,89431,39.559902,-119.74234,3.0,2.0,1344.0,6098.4,399900.0,West
NV,Las Vegas,W Flamingo Rd APT 1017,89147,36.115147,-115.25301,1.0,1.0,778.0,8803.476,249888.0,West
NV,Las Vegas,Woodruff Pl,89120,36.09541,-115.074005,3.0,2.0,1620.0,6969.6,384900.0,West
NV,Sparks,Cadiz Ct,89436,39.631565,-119.68952,3.0,2.0,1262.0,0.2800000000002001,495000.0,West
NV,Washoe Valley,Viola Way,89704,39.3207,-119.813995,3.0,2.0,1440.0,1.0,580000.0,West
NV,Las Vegas,Saybrook Point Dr,89128,36.18846,-115.25475,3.0,2.0,1272.0,5227.2,364995.0,West
NV,Las Vegas,W Flamingo Rd UNIT 2096,89147,36.11759,-115.26482,1.9999999999999998,2.0,1023.0,4870.008,269999.0,West
NV,Dayton,Sutro Springs Rd,89403,39.307972,-119.54717,3.0,2.0,1536.0,1.3400000000001455,264000.0,West
NV,Las Vegas,Brea Blvd,89118,36.09382,-115.2284,3.0,2.0,1438.0,8276.4,400000.0,West
NV,Las Vegas,Argent Star Ct,89147,36.117477,-115.29458,5.0,3.0,3017.0,6969.6,649999.0,West
NV,Las Vegas,Blue Breeze Dr UNIT 202,89128,36.198418,-115.26106,1.0,1.0,659.0,962.098,214990.0,West
NV,Las Vegas,E Quail Ave,89120,36.085026,-115.11184,10.0,6.0,8467.0,1.1300000000001091,6975000.0,West
NV,Gardnerville,Pleasantview Dr,89460,38.91048,-119.74701,3.0,2.0,2148.0,0.2699999999999818,740000.0,West
NV,Reno,W 7th St,89503,39.52997,-119.84504,3.0,2.0,1134.0,6969.6,385000.0,West
NV,Las Vegas,Haven Brook Ct,89128,36.211643,-115.278145,5.0,3.0,2451.0,6098.4,575000.0,West
NV,Las Vegas,W Russell Rd UNIT 2065,89113,36.086166,-115.2668,1.9999999999999998,2.0,1039.0,1039.0,270000.0,West
NV,Henderson,Amber Rock St,89012,36.028095,-115.03734,3.0,2.0,1796.0,6969.6,529000.0,West
NV,Las Vegas,La Puebla St,89120,36.05857,-115.11345,5.0,8.0,9476.0,0.5700000000001637,3800000.0,West
NV,Henderson,Blackberry Ln,89074,36.036106,-115.11728,3.0,3.0,1407.0,2613.6,380000.0,West
NV,Gardnerville,Rubio Way,89460,38.893898,-119.75699,5.0,5.0,4173.0,1.8899999999998727,1075000.0,West
NV,Reno,Hemlock Way,89509,39.481384,-119.84568,4.0,3.0,2028.0,0.3400000000001455,749000.0,West
NV,Reno,Brittany Park Dr,89521,39.415787,-119.72909,3.0,3.0,1794.0,4791.6,570000.0,West
NV,Las Vegas,Autumn Gate Ave,89131,36.299828,-115.266884,5.0,3.0,2220.0,4791.6,519990.0,West
NV,Las Vegas,Mahogany Grove Ln,89117,36.137405,-115.31379,4.0,3.0,2363.0,6969.6,528000.0,West
NV,Henderson,Brockton Way,89074,36.045403,-115.09329,3.0,2.0,1485.0,4791.6,444444.0,West
NV,Henderson,Saratoga Springs St,89015,36.015324,-114.94331,3.0,2.0,1250.0,6098.4,462000.0,West
NV,Las Vegas,Peggotty Ave,89130,36.274235,-115.22784,4.0,3.0,3048.0,7405.199999999999,675000.0,West
NV,Las Vegas,Attiva Ave,89138,36.182526,-115.36206,4.0,4.0,3322.0,6969.6,1325000.0,West
NV,Henderson,Thayer Ave,89074,36.044067,-115.09248,3.0,3.0,2883.0,7405.199999999999,665000.0,West
NV,Las Vegas,Rawhide St,89119,36.09028,-115.13111,1.0,2.0,2000.0,0.5,350000.0,West
NV,Reno,Ryland St,89502,39.52396,-119.80073,1.9999999999999998,1.0,704.0,435.5999999999999,363499.0,West
NV,Reno,Whimbleton Way,89511,39.4581,-119.78844,3.0,3.0,1900.0,2613.6,490000.0,West
NV,Las Vegas,Black Friar Ct,89166,36.292915,-115.3177,5.0,3.0,3121.0,9147.6,695000.0,West
NV,Las Vegas,Quail Head Ave,89131,36.305527,-115.27058,4.0,3.0,2694.0,9147.6,599900.0,West
NV,Las Vegas,Gazelle Dr,89108,36.19243,-115.240944,1.9999999999999998,2.0,1125.0,3920.4,315000.0,West
NV,Carson City,Pinebrook Dr,89701,39.144382,-119.751045,4.0,3.0,1768.0,5227.2,449900.0,West
NV,Las Vegas,N Tee Pee Ln,89149,36.26919,-115.30102,4.0,3.0,2558.0,0.6300000000001091,724900.0,West
NV,Las Vegas,Pecan Grove Ct,89142,36.157894,-115.02994,4.0,3.0,2454.0,6098.4,500000.0,West
NV,Pahrump,Galaxy St,89048,36.19008,-115.9952,3.6,2.6,2037.0,4388.0324,439000.0,West
NV,Glenbrook,Tahoe Glen Dr,89413,39.03945,-119.947395,3.0,4.0,1406.0,3049.2,1395000.0,West
NV,Las Vegas,Muro Russo Ave,89166,36.319427,-115.323044,4.0,3.0,2686.0,4356.0,549995.0,West
NV,Las Vegas,Oakmont Ave UNIT 3510,89109,36.13829,-115.14832,1.9999999999999998,2.0,1113.0,5379.66,249950.0,West
NV,Reno,Sunline Dr,89523,39.5459,-119.90612,4.0,4.0,3170.0,0.4099999999998545,884000.0,West
NV,Carson City,Siskiyou Dr,89701,39.174282,-119.73074,4.0,2.0,1871.0,7405.199999999999,450000.0,West
NV,Las Vegas,E Flamingo Rd UNIT 108,89169,36.11574,-115.16272,1.0,1.0,692.0,10323.72,275000.0,West
NV,Pahrump,Shady Ln,89060,36.231728,-116.03745,3.0,2.0,1344.0,1.0,249990.0,West
NV,Henderson,Cameron Hill Ct,89074,36.049473,-115.074135,3.0,2.0,1603.0,5227.2,455000.0,West
NV,Pahrump,Paiute Blvd,89061,36.114002,-115.9397,3.0,3.0,1312.0,1.099999999999909,175000.0,West
NV,Henderson,Dawn Ridge Ave,89074,36.044754,-115.067535,1.9999999999999998,2.0,1542.0,6534.0,480000.0,West
NV,Henderson,Grey Eagle St,89074,36.03063,-115.07471,4.0,4.0,3963.0,10018.8,899000.0,West
NV,Reno,Cheney St,89502,39.51849,-119.80165,1.9999999999999998,2.0,1011.0,4356.0,428000.0,West
NV,North Las Vegas,Positive Ct,89031,36.249218,-115.177734,4.0,3.0,1623.0,2613.6,335000.0,West
NV,Las Vegas,Eddy Stone Ave,89117,36.154854,-115.27645,3.0,2.0,2224.0,7840.799999999999,598000.0,West
NV,Paradise,Oxnard Cir,89121,36.10436,-115.083954,5.0,3.0,2750.0,8276.4,465000.0,West
